store_id,platform,platform_code,shop_name,shop_status,responsible_unit,responsible_person,contact,province,city,involved_products,fixed_tier
W05362,京东,jd,南汇华泰大药房官方旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05363,美团,meituan,南汇华泰大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05364,天猫,taobao,南汇华泰大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05365,京东,jd,第一医药大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05366,美团,meituan,第一医药大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05367,天猫,taobao,上海第一医药大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05368,天猫,taobao,顺源大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05369,天猫,taobao,养和堂大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05370,天猫,taobao,上海大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05371,京东,jd,上海医药嘉定大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05372,美团,meituan,嘉定大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05373,天猫,taobao,嘉定大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05374,京东,jd,益丰（上海）大药房旗舰店,正常,KA一大区,王世田,,上海,上海,,observation_only
W05375,美团,meituan,上海益丰大药房旗舰店,正常,KA一大区,王世田,,上海,上海,,observation_only
W05376,拼多多,pinduoduo,世纪青青大药房旗舰店,正常,KA一大区,王世田,,上海,上海,,observation_only
W05377,天猫,taobao,益丰大药房大药房旗舰店,正常,KA一大区,王世田,龚敏,上海,上海,,observation_only
W05378,京东/O2O,jd_o2o,益丰大药房-大统路店,正常,KA一大区,王世田,龚敏,上海,上海,希佳,responsibility_core
W05379,京东,jd,云湖医药大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05380,美团,meituan,云湖医药大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05381,天猫,taobao,云湖大药房旗舰店,正常,商业一大区,张智一,,上海,上海,,observation_only
W05382,京东,jd,登别神大药房官方旗舰店,正常,KA三大区,孙英昌,,江西,上饶,,observation_only
W05383,拼多多,pinduoduo,连乡大药房官方旗舰店,正常,KA三大区,孙英昌,,江西,上饶,,observation_only
W05384,天猫,taobao,登别神大药房旗舰店,正常,KA三大区,孙英昌,,江西,上饶,,observation_only
W05385,京东,jd,央和堂大药房旗舰店,正常,商业一大区,张智一,,广东,汕头,,observation_only
W05386,拼多多,pinduoduo,收放自如西乐葆按摩膏大药房旗舰店,正常,商业一大区,张智一,,广东,汕头,,observation_only
W05387,拼多多,pinduoduo,央和堂大药房旗舰店,正常,商业一大区,张智一,,广东,汕头,,observation_only
W05388,天猫,taobao,上药控股汕头医药专营店,正常,商业一大区,张智一,,广东,汕头,,observation_only
W05389,京东,jd,粤丹大药房旗舰店,正常,商业一大区,张智一,,广东,韶关,,observation_only
W05390,拼多多,pinduoduo,粤丹大药房旗舰店,正常,商业一大区,张智一,,广东,韶关,,observation_only
W05391,京东,jd,嘉佰仟大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05392,美团,meituan,嘉佰仟大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05393,拼多多,pinduoduo,逸泉堂大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05394,天猫,taobao,逸泉堂医药专营店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05395,天猫,taobao,桦树康药品专营店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05396,天猫,taobao,福卫堂大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05397,药师帮,yaoshibang,康药在线,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05398,天猫,taobao,美佳城悦大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05399,天猫,taobao,普康医药专营店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05400,京东,jd,康万行大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05401,京东,jd,湘赋泰桦大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05402,京东,jd,怀壮堂大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05403,天猫,taobao,湘中宝诚大药房旗舰店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05404,天猫,taobao,致佳医药专营店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05405,京东,jd,民安康药大药房旗舰店,正常,KA三大区,孙英昌,,湖南,邵阳,,observation_only
W05406,天猫,taobao,子升堂医药专营店,正常,商业二大区,孙成,,湖南,邵阳,,observation_only
W05407,天猫,taobao,深锋医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05408,药师帮,yaoshibang,吉药铺,正常,商业二大区,孙成,,吉林,长春,,observation_only
W05409,药师帮,yaoshibang,神琪医药,正常,商业二大区,孙成,,河北,石家庄,,observation_only
W05410,天猫,taobao,洪元堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05411,天猫,taobao,沸安堂药品专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05412,京东,jd,皇易购大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05413,天猫,taobao,杏世堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05414,京东,jd,众福康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05415,京东,jd,若方大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05416,天猫,taobao,百草康泽医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05417,天猫,taobao,百草智慧医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05418,京东,jd,今美爱大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05419,天猫,taobao,百佳康医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05420,京东,jd,百年永祥大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05421,京东,jd,葫芦道大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05422,天猫,taobao,百年永祥大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05423,天猫,taobao,深圳百姓大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05424,京东,jd,医点匠大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05425,京东,jd,百姓营行大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05426,京东,jd,嘉尘大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05427,天猫,taobao,百姓营行大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05428,京东,jd,佰欣林大药房官方旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05429,天猫,taobao,宝华药行大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05430,天猫,taobao,宝圣堂医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05431,天猫,taobao,腾晓大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05432,天猫,taobao,保济复兴药品专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05433,天猫,taobao,中联大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05434,天猫,taobao,天草堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05435,京东,jd,安堂妙药大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05436,京东,jd,药广场大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05437,京东,jd,吉协堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05438,京东,jd,丽努加大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05439,天猫,taobao,博美健大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05440,天猫,taobao,采芝堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05441,京东,jd,珍宝芝大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05442,京东,jd,珍优草大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05443,天猫,taobao,程康健医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05444,京东,jd,赋合堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05445,京东,jd,展年堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05446,天猫,taobao,崇年堂药品专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05447,京东,jd,滔元堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05448,京东,jd,丹竹堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05449,天猫,taobao,丹竹堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05450,天猫,taobao,天涯云德跃堂医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05451,京东,jd,启医生医药官方旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05452,天猫,taobao,都市大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05453,京东,jd,凤安堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05454,京东,jd,胡同翁大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05455,京东,jd,坛艺福大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05456,京东,jd,纵展大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05457,美团,meituan,龙园凤安堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05458,天猫,taobao,福惠丹医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05459,天猫,taobao,福仁医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05460,天猫,taobao,福宇医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05461,京东,jd,梦幻幽侠大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05462,京东,jd,泰晖堂（深圳）大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05463,京东,jd,泰晖堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05464,天猫,taobao,谷丰医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05465,京东,jd,双对双大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05466,京东,jd,同仁联康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05467,京东,jd,秋荷涵雁大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05468,京东,jd,幼蓉以蓝大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05469,天猫,taobao,广来康医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05470,美团,meituan,广萍大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05471,京东,jd,Ciky大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05472,京东,jd,国立堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05473,天猫,taobao,海顺医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05474,京东,jd,海王星辰健康药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05475,美团,meituan,海王星辰健康药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05476,拼多多,pinduoduo,海王星辰大药房官方旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05477,天猫,taobao,海王星辰大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05478,天猫,taobao,海洋之选医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05479,天猫,taobao,好福康源医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05480,京东,jd,虎舜堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05481,拼多多,pinduoduo,复胜堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05482,拼多多,pinduoduo,汉芳谷大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05483,拼多多,pinduoduo,坎煎大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05484,拼多多,pinduoduo,声晚大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05485,天猫,taobao,好一生大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05486,京东,jd,药欢喜大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05487,天猫,taobao,和君康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05488,京东,jd,都市健康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05489,拼多多,pinduoduo,恒青药品大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05490,天猫,taobao,恒青医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05491,天猫,taobao,恒有福大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05492,天猫,taobao,弘德堂医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05493,京东,jd,幸禧堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05494,天猫,taobao,宏展医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05495,京东,jd,康同佑大药房官方旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05496,天猫,taobao,华安堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05497,天猫,taobao,华倍康医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05498,天猫,taobao,华民康医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05499,京东,jd,深圳华医堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05500,天猫,taobao,华医堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05501,天猫,taobao,慧泽医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05502,拼多多,pinduoduo,吉祥康医药大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05503,美团,meituan,稷安大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05504,天猫,taobao,佳美大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05505,天猫,taobao,俏四喜大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05506,拼多多,pinduoduo,家之和大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05507,天猫,taobao,硕豹大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05508,京东,jd,施康誉大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05509,拼多多,pinduoduo,华侣大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05510,天猫,taobao,健一生大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05511,拼多多,pinduoduo,黛医仙大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05512,京东,jd,捷泰大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05513,天猫,taobao,捷泰大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05514,京东,jd,今仁生大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05515,京东,jd,喜梦佳大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05516,天猫,taobao,今仁生医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05517,京东,jd,程润业大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05518,京东,jd,欣万盛大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05519,天猫,taobao,深圳金康田园路医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05520,天猫,taobao,菁本畅医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05521,京东,jd,达柏洒汀（广东）大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05522,京东,jd,达柏洒汀大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05523,天猫,taobao,九通健大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05524,天猫,taobao,佩草堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05525,京东,jd,康福万家大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05526,天猫,taobao,康福万家大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05527,天猫,taobao,奇仁堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05528,天猫,taobao,益乌堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05529,天猫,taobao,康富堂医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05530,天猫,taobao,康华智慧医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05531,京东,jd,康沛轩大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05532,天猫,taobao,康瑞臣医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05533,京东,jd,一约堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05534,拼多多,pinduoduo,康祥堂常用药大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05535,拼多多,pinduoduo,康祥堂药品健康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05536,天猫,taobao,伟弋大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05537,天猫,taobao,康之源大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05538,天猫,taobao,林和堂药品专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05539,天猫,taobao,迈振威医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05540,天猫,taobao,国茂医佳大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05541,天猫,taobao,康思嘉大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05542,天猫,taobao,美康臣医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05543,京东,jd,汉宫秋大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05544,京东,jd,瑞成大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05545,京东,jd,瑞康连大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05546,京东,jd,民心大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05547,天猫,taobao,深圳民心大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05548,京东,jd,明华堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05549,天猫,taobao,明华堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05550,京东,jd,永恒达大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05551,天猫,taobao,振华康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05552,天猫,taobao,沃莱劲大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05553,天猫,taobao,鹏城时珍思秒医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05554,美团,meituan,平安福大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05555,京东,jd,基医堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05556,京东,jd,小岭子大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05557,京东,jd,广东齐关心大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05558,京东,jd,齐关心大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05559,天猫,taobao,齐关心医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05560,京东,jd,千百方大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05561,京东,jd,徍彧昇大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05562,天猫,taobao,千百方医药专营店,正常,商业一大区,张智一,,广东,广州,,observation_only
W05563,天猫,taobao,清禧堂医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05564,京东,jd,庆信堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05565,京东,jd,全美大大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05566,天猫,taobao,鹊莱悦医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05567,天猫,taobao,仁爱堂药品专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05568,拼多多,pinduoduo,仁慧医药大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05569,京东,jd,仁美大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05570,天猫,taobao,岭药汉方大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05571,天猫,taobao,町欣大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05572,天猫,taobao,仁南鹏联医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05573,药师帮,yaoshibang,药速配,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05574,京东,jd,全奇远大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05575,天猫,taobao,仁平健康医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05576,天猫,taobao,禾维大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05577,美团,meituan,仁心堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05578,京东,jd,怡乐祥大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05579,美团,meituan,仁智大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05580,天猫,taobao,仁智医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05581,京东,jd,瑞草堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05582,京东,jd,瑞草源大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05583,拼多多,pinduoduo,瑞草源大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05584,天猫,taobao,瑞草堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05585,京东,jd,瑞康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05586,京东,jd,瑞乐康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05587,天猫,taobao,瑞康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05588,京东,jd,百信堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05589,京东,jd,瑞康连（深圳）大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05590,京东,jd,瑞康连深圳大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05591,京东,jd,瑞药堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05592,拼多多,pinduoduo,瑞药堂大药房官方旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05593,天猫,taobao,瑞药堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05594,天猫,taobao,润维医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05595,京东,jd,润泽堂大药房官方旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05596,天猫,taobao,润泽堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05597,拼多多,pinduoduo,社康堂药品大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05598,天猫,taobao,深联众康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05599,京东,jd,世华堂大药房官方旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05600,天猫,taobao,鹏城世华堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05601,天猫,taobao,泰仁医医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05602,天猫,taobao,泰盛大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05603,京东,jd,瑞贝健大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05604,药师帮,yaoshibang,泰盛旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05605,京东,jd,诺追大药房官方旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05606,美团,meituan,腾瑞大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05607,京东,jd,天顺堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05608,天猫,taobao,天顺堂医药专营店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05609,京东,jd,吉七福大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05610,天猫,taobao,桐济堂大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05611,京东,jd,正益舒大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05612,京东,jd,酌花开大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05613,京东,jd,民康悦大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05614,美团,meituan,万宁福大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05615,天猫,taobao,康帜大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05616,天猫,taobao,麒志堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05617,天猫,taobao,泰康美医大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05618,天猫,taobao,万宁福大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05619,天猫,taobao,豫人从众大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05620,京东,jd,保济复兴大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05621,天猫,taobao,康兴国太大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05622,药师帮,yaoshibang,药康宝,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05623,天猫,taobao,万泽大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05624,京东,jd,万众健康大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05625,京东,jd,维泽佳大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05626,京东,jd,维泽佳广东大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05627,天猫,taobao,为济堂大药房旗舰店,正常,商业一大区,张智一,,广东,深圳,,observation_only
W05628,京东,jd,文华仲景大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
W05629,拼多多,pinduoduo,文华大药房旗舰店,正常,KA三大区,孙英昌,,广东,深圳,,observation_only
